--------- beginning of system 
12-27 11:28:13.218   982   982 I Leopard : ** build version : [20221118104802] ** 
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): lge.bootmode= doesn't exist in [/proc/cmdline] 
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): find [lge.bootmode=] in [/tmp/bootmode_cmd] 
12-27 12:29:15.903  1542  1862 D Buffer  : start dump length[4]
12-27 12:29:15.903  1542  1862 D Buffer  : [0x00][0x00][0x00][0x1e]
12-27 12:29:15.903  1542  1862 I DiagDataManager: notifyCelsiusToRegiedServices notified to receiver index[0]
12-27 12:29:15.903  1542  1862 I BpDiagManagerReceiver: BP_onReceive
12-27 12:29:15.903  1542  1862 I DiagDataManager: notifyCelsiusToRegiedServices notified to receiver index[1]
12-27 12:29:15.903  1542  1862 I BpDiagManagerReceiver: BP_onReceive
12-27 12:29:15.903  1542  1862 I DiagDataManager: notifyCelsiusToRegiedServices notified to receiver index[2]
12-27 12:29:15.903  1542  1862 I BpDiagManagerReceiver: BP_onReceive
12-27 12:29:15.903  1536 13828 D AudioManagerService: bub_cel updated from Diag : payload = 0x1e bub_celsius(30)
12-27 12:29:15.903  1536 13828 I BpDiagManagerReceiver: TRANSACT_DIAG_ONRECEIVE cmd[221] cmd2[5]
12-27 12:29:15.903 26409 13827 I BpDiagManagerReceiver: TRANSACT_DIAG_ONRECEIVE cmd[221] cmd2[5]
12-27 12:29:15.903  1863 12326 I BpDiagManagerReceiver: TRANSACT_DIAG_ONRECEIVE cmd[221] cmd2[5]
12-27 12:29:15.981   991  1508 E CommunicationManagerService: KICK DOG(367)
12-27 12:29:16.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 17 00 07 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:16.546  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [30]
12-27 12:29:16.605   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 1D 12]
12-27 12:29:16.606  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:29:16.606  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x12]...
12-27 12:29:16.606  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x12]...
12-27 12:29:16.606  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:16.606  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:29:16.606  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x1D][x12]
12-27 12:29:16.606  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:17.759  1542 22407 I DiagManagerService: onWatchDog Kick
12-27 12:29:18.002  1539 22436 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:29:18.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:29:18.162   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:29:18.164   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:29:18.416   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:18.416   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:18.417   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:18.417   977  1668 E SPIClient_can: CB_2
12-27 12:29:19.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:22.320   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:22.503   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:29:23.177   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 37 00 00 00 05]
12-27 12:29:23.426   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:23.426   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:23.426   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:23.426   977  1668 E SPIClient_can: CB_2
12-27 12:29:25.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 07 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:25.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:29:25.587   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:25.595   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:25.595  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:29:25.595  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:29:25.595  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:29:25.595  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:25.595  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:29:25.595  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:25.981   991  1508 E CommunicationManagerService: KICK DOG(368)
12-27 12:29:26.548  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.030000] bubTemp [30]
12-27 12:29:27.209   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 1D 1C]
12-27 12:29:27.209  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:29:27.209  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x1C]...
12-27 12:29:27.209  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x1C]...
12-27 12:29:27.209  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:27.209  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:29:27.209  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x1D][x1C]
12-27 12:29:27.209  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:27.759  1542 23587 I DiagManagerService: onWatchDog Kick
12-27 12:29:28.002  1539 23616 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:29:28.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:29:28.161   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:29:28.162   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:29:28.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 07 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:28.436   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:28.436   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:28.436   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:28.436   977  1668 E SPIClient_can: CB_2
12-27 12:29:29.102   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:29:30.713   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[35, 00] Cmd[02, 00] PayloadLen[0021] Payload[42 55 42 20 44 54 43 33 3A 20 4F 50 45 4E 3A 31 20 53 79 73 48 57 3D 45 30 20 43 3A 32 39 20 31 0A]
12-27 12:29:30.713  1529  1558 E MCU     : BUB DTC3: OPEN:1 SysHW=E0 C:29 1
12-27 12:29:31.313   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 01 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:33.176   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 01 00 00 00 3B]
12-27 12:29:33.446   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:33.446   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:33.446   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:33.446   977  1668 E SPIClient_can: CB_2
12-27 12:29:34.309   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 04 08 54 00 00 00 01 00 01 00 01 00 01 00 02]
12-27 12:29:35.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:29:35.590   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:35.596   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:35.596  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:29:35.596  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:29:35.596  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:29:35.597  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:35.597  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:29:35.597  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:35.704   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:29:35.981   991  1508 E CommunicationManagerService: KICK DOG(369)
12-27 12:29:36.549  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.050000] bubTemp [30]
12-27 12:29:37.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:37.759  1542 24757 I DiagManagerService: onWatchDog Kick
12-27 12:29:37.808   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 1D 27]
12-27 12:29:37.809  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:29:37.809  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x27]...
12-27 12:29:37.810  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x27]...
12-27 12:29:37.810  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:37.810  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:29:37.810  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x1D][x27]
12-27 12:29:37.810  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:38.002  1539 24786 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:29:38.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:29:38.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:29:38.161   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:29:38.459   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:38.459   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:38.460   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:38.460   977  1668 E SPIClient_can: CB_2
12-27 12:29:40.310   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 09 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:42.302   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:29:43.177   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 0B 00 00 00 31]
12-27 12:29:43.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 0A 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:43.466   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:43.466   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:43.466   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:43.466   977  1668 E SPIClient_can: CB_2
12-27 12:29:45.560   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:29:45.591   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:45.600   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:45.601  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:29:45.601  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:29:45.601  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:29:45.602  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:45.602  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:29:45.602  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:45.982   991  1508 E CommunicationManagerService: KICK DOG(370)
12-27 12:29:46.312   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:46.551  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.030000] bubTemp [30]
12-27 12:29:47.759  1542 25931 I DiagManagerService: onWatchDog Kick
12-27 12:29:48.002  1539 25959 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:29:48.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:29:48.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:29:48.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:29:48.406   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 1D 32]
12-27 12:29:48.406  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:29:48.406  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x32]...
12-27 12:29:48.406  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1D][x32]...
12-27 12:29:48.406  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:48.406  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:29:48.406  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x1D][x32]
12-27 12:29:48.406  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:48.476   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:48.476   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:48.476   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:48.476   977  1668 E SPIClient_can: CB_2
12-27 12:29:48.903   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:29:49.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 0A 08 54 00 01 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:52.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 09 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:53.179   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 15 00 00 00 27]
12-27 12:29:53.487   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:53.487   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:53.487   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:53.487   977  1668 E SPIClient_can: CB_2
12-27 12:29:55.307   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 1A 00 09 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:55.506   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:29:55.561   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:29:55.593   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:55.600   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:29:55.601  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:29:55.601  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:29:55.601  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:29:55.601  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:55.601  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:29:55.601  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:29:55.981   991  1508 E CommunicationManagerService: KICK DOG(371)
12-27 12:29:56.552  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.040000] bubTemp [30]
12-27 12:29:57.759  1542 27134 I DiagManagerService: onWatchDog Kick
12-27 12:29:58.002  1539 27163 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:29:58.161   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:29:58.161   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:29:58.162   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:29:58.311   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:29:58.496   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:29:58.496   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:29:58.497   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:29:58.497   977  1668 E SPIClient_can: CB_2
12-27 12:29:59.005   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[04, 00] Cmd[D1, 00] PayloadLen[0006] Payload[16 0C 1B 0C 1E 00]
12-27 12:29:59.005  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x4], subcate[x0], cmd[209], cmd2[x0]
12-27 12:29:59.005  1550  1698 V FactoryUtil: onReceive MCU param[x02][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1E][x00]...
12-27 12:29:59.006  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x04][xD1][x00], bufSize[6:6]:[x16][x0C][x1B][x0C][x1E][x00]...
12-27 12:29:59.006  1550  1689 V FactoryEdu: procEduResCommand cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:29:59.006  1550  1689 V FactoryUtil: Res Buffer  bufSize[6]
12-27 12:29:59.006  1550  1689 V FactoryUtil: [x16][x0C][x1B][x0C][x1E][x00]
12-27 12:29:59.006  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x04], subCate[x00], cmd[xD1], cmd2[x00]
12-27 12:30:01.306   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 19 00 08 08 54 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:30:02.103   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, DD] Cmd[05, 00] PayloadLen[0006] Payload[00 FE 00 00 00 1E]
12-27 12:30:03.177   991  1523 E CM_SPI  : MCU->MSM Type[01] Cat[05, 22] Cmd[02, 00] PayloadLen[000A] Payload[D9 9E 00 00 00 1F 00 00 00 1D]
12-27 12:30:03.507   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:30:03.507   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
12-27 12:30:03.507   977  1668 E SPIClient_can: MSG_CAN_BUS_STATE
12-27 12:30:03.507   977  1668 E SPIClient_can: CB_2
12-27 12:30:04.308   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 09 08 53 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:30:05.567   987  1482 I LocationServer: droutput:lat:0.000000,lon:0.000000,alt:0.000000
12-27 12:30:05.594   991  1523 E CM_SPI  : MSM->MCU Type[01] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:30:05.602   991  1523 E CM_SPI  : MCU->MSM Type[02] Cat[01, 00] Cmd[11, 00] PayloadLen[0000]
12-27 12:30:05.602  1550  1698 V FactoryImpl: onReceive MCU type[x2], cate[x1], subcate[x0], cmd[17], cmd2[x0]
12-27 12:30:05.602  1550  1698 V FactoryUtil: onReceive MCU param[x02][x11][x00], buf is NULL
12-27 12:30:05.603  1550  1689 V FactoryUtil: handleMessage FACTORY_IMPL_RES_FR_MCU_EDU param[x01][x11][x00], buf is NULL
12-27 12:30:05.603  1550  1689 V FactoryEdu: procEduResCommand cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:30:05.603  1550  1689 V FactoryUtil: Res Buffer  buf is NULL
12-27 12:30:05.603  1550  1689 V FactoryEdu: procEduResCommand cmd not define cate[x01], subCate[x00], cmd[x11], cmd2[x00]
12-27 12:30:05.981   991  1508 E CommunicationManagerService: KICK DOG(372)
12-27 12:30:06.554  1542  1680 I DiagReadDTCHandler: checkFaultSettingCondition[false] PM[0] Vol[12.030000] bubTemp [30]
12-27 12:30:07.306   991  1523 E CM_SPI  : MCU->MSM Type[03] Cat[01, 00] Cmd[D0, 00] PayloadLen[0012] Payload[0D 18 00 08 08 55 00 00 00 01 00 01 00 01 00 01 00 01]
12-27 12:30:07.759  1542 28307 I DiagManagerService: onWatchDog Kick
12-27 12:30:08.002  1539 28335 V DebugManagerServiceImpl: DEBUG_IMPL_KICK_DOG
12-27 12:30:08.162   993  1700 V CRH     : RX_TIME_TO_KICK_DOG
12-27 12:30:08.162   993  1701 V CTH     : TXhandleMessage TX_TIME_TO_KICK_DOG
12-27 12:30:08.163   993  1506 V CANManagerService: perform HeartBeat()
12-27 12:30:08.172  1647  1699 E NetworkManagerService: rmnet_data0 | inbps=0 inpps=0 outbps=0 outpps=0
12-27 12:30:08.172  1647  1699 E NetworkManagerService: rmnet_data1 | inbps=0 inpps=0 outbps=0 outpps=0
12-27 12:30:08.516   977  1572 E SPIClient_can: CL-ISPI_CSPB_OSC
12-27 12:30:08.516   977  1572 E SPIClient_can: RCV CB Single(0), Group(0)
